COLLATERAL_AGREEMENT_ID,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_CURRENCY,FACILITY_NR,DEAL_ID,CUR_RT,SECURED_LGD,RECOVER_RANK,COLLATERAL_VALUE_POST_HAIRCUT,EAD_POST_CCF,AS_OF_DT,ON_OFF_IND,DEAL_ALLOCATED_COLLATERAL_ON,DEAL_ALLOCATED_COLLATERAL_OFF,SNAPSHOT_DTE,PRIN_REM,ACCR_INT,EAD,DTE,FWD_INX,FORWARD_LOOKING_ADJ_ALLOCATED_COLLATERAL_VALUE,CORRESPONDING_TOTAL_EXPOSURE_PRE_CCF_1,CORRESPONDING_TOTAL_EXPOSURE_PRE_CCF_2,SECURED_PORTION_1,SECURED_PORTION_2,UNSECURED_LGD,FINAL_LGD_1,FINAL_LGD_2
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333154847:001:Finance:INDI::EUR,4.938,0.023811676512693558,15,159999999998,152869003.273,2024-12-31,N,154719389.64326316,0.0,2024-12-31,33774.61,88.02,33862.63,2024-12-31,0.0,154719389.64326316,33862.63,33862.63,1.0,1.0,0.52,0.023811676512693558,0.023811676512693558
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333154847:001:Finance:INDI::EUR,4.938,0.02850553557461477,26,4,305738006.546,2024-12-31,N,0.0038679847411299292,0.0,2024-12-31,33774.61,88.02,33862.63,2024-12-31,0.0,0.0038679847411299292,0.0038679847411299292,33862.63,1.0,1.1422576276945794e-07,0.52,0.02850553557461477,0.5199999438586699
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333154847:001:Finance:INDI::EUR,4.938,0.03317682490038665,47,26875334,152869003.273,2024-12-31,N,45516.236108575125,0.0,2024-12-31,33774.61,88.02,33862.63,2024-12-31,0.0,45516.236108575125,33862.63,33862.63,1.0,1.0,0.52,0.03317682490038665,0.03317682490038665
CLS:180000000000000001007207:1:1,P001,HKD,CLS:0001269657,ALS:18100694000000000015216959,3.0,0.029126213592232997,30,5854590,687486.87,2024-12-31,N,5854590.0,0.0,2034-03-31,34222.6887584326,19.4056966209,34242.0944550535,2034-03-31,0.033,6047791.47,34242.0944550535,687937.68,1.0,1.0,0.52,0.029126213592232997,0.029126213592232997
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2031-12-31,35603.1303418544,9.6356522069,35612.7659940613,2031-12-31,0.045,1717156.5399999998,35612.7659940613,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2031-12-31,36222.1843701518,8.0775546939,36230.2619248457,2031-12-31,0.045,843441.445,36230.2619248457,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2031-09-30,40031.4576951367,5.9511277916,40037.4088229283,2031-09-30,0.046,844248.566,40037.4088229283,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2031-09-30,42823.1113130058,8.691960062,42831.8032730678,2031-09-30,0.046,1718799.752,42831.8032730678,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2031-06-30,43811.9982367284,6.5131477923,43818.5113845207,2031-06-30,0.047,845055.6869999999,43818.5113845207,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2031-03-31,47566.6753127183,10.6073785479,47577.2826912662,2031-03-31,0.048,845862.8080000001,47577.2826912662,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333152108:001:Finance:INDI::USD,6.54468,0.031200033042371622,15,159999999998,152869003.273,2024-12-31,N,218318748.79868937,0.0,2024-12-31,47658.09,199.27,47857.36,2024-12-31,0.0,218318748.79868937,47857.36,47857.36,1.0,1.0,0.52,0.031200033042371622,0.031200033042371622
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333152108:001:Finance:INDI::USD,6.54468,0.03732224082932778,26,4,305738006.546,2024-12-31,N,0.00545796872003546,0.0,2024-12-31,47658.09,199.27,47857.36,2024-12-31,0.0,0.00545796872003546,0.00545796872003546,47857.36,1.0,1.1404659011770519e-07,0.52,0.03732224082932778,0.5199999449522474
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333152108:001:Finance:INDI::USD,6.54468,0.043405760105275526,47,26875334,152869003.273,2024-12-31,N,64226.25981243671,0.0,2024-12-31,47658.09,199.27,47857.36,2024-12-31,0.0,64226.25981243671,47857.36,47857.36,1.0,1.0,0.52,0.043405760105275526,0.043405760105275526
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333135280:001:Finance:INDI::USD,6.69167,0.03186762493928552,15,159999999998,152869003.273,2024-12-31,N,215426848.53728312,0.0,2024-12-31,47026.8,856.65,47883.45,2024-12-31,0.0,215426848.53728312,47883.45,47883.45,1.0,1.0,0.52,0.03186762493928552,0.03186762493928552
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333135280:001:Finance:INDI::USD,6.69167,0.038118233726379014,26,4,305738006.546,2024-12-31,N,0.0053856712134994,0.0,2024-12-31,47026.8,856.65,47883.45,2024-12-31,0.0,0.0053856712134994,0.0053856712134994,47883.45,1.0,1.1247458596862591e-07,0.52,0.038118233726379014,0.5199999458005479
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333135280:001:Finance:INDI::USD,6.69167,0.04432848634812192,47,26875334,152869003.273,2024-12-31,N,63375.504031896766,0.0,2024-12-31,47026.8,856.65,47883.45,2024-12-31,0.0,63375.504031896766,47883.45,47883.45,1.0,1.0,0.52,0.04432848634812192,0.04432848634812192
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333142922:001:Finance:INDI::EUR,5.122,0.024666384942594988,15,159999999998,152869003.273,2024-12-31,N,221561136.61573604,0.0,2024-12-31,48365.89,447.29,48813.18,2024-12-31,0.0,221561136.61573604,48813.18,48813.18,1.0,1.0,0.52,0.024666384942594988,0.024666384942594988
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333142922:001:Finance:INDI::EUR,5.122,0.029526164611044292,26,4,305738006.546,2024-12-31,N,0.00553902841546264,0.0,2024-12-31,48365.89,447.29,48813.18,2024-12-31,0.0,0.00553902841546264,0.00553902841546264,48813.18,1.0,1.1347403335457022e-07,0.52,0.029526164611044292,0.5199999443439557
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333142922:001:Finance:INDI::EUR,5.122,0.034361729530754004,47,26875334,152869003.273,2024-12-31,N,65180.12402930404,0.0,2024-12-31,48365.89,447.29,48813.18,2024-12-31,0.0,65180.12402930404,48813.18,48813.18,1.0,1.0,0.52,0.034361729530754004,0.034361729530754004
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2031-06-30,49995.7343421355,10.1478130114,50005.8821551469,2031-06-30,0.047,1720442.964,50005.8821551469,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001010379:10:0,G007,HKD,CLS:0001379889,ALS:18100724000000000016429059,2.5,0.012270403350410297,15,79999999999,1087601.33,2024-12-31,N,19822108413.070316,0.0,2029-06-30,50077.6282634671,0.0,50077.6282634671,2029-06-30,0.049,20793391725.31076,50077.6282634671,1087675.62,1.0,1.0,0.52,0.012270403350410297,0.012270403350410297
CLS:180000000000000001010379:11:1,P001,HKD,CLS:0001379889,ALS:18100724000000000016429059,2.5,0.024390243902438935,30,11050422,1087601.33,2024-12-31,N,11050422.0,0.0,2029-06-30,50077.6282634671,0.0,50077.6282634671,2029-06-30,0.049,11591892.678,50077.6282634671,1087675.62,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001021710:1:1,P001,HKD,CLS:0001412100,ALS:18100742000000000015463369,3.3,0.031945788964181876,30,3836043,349693.29,2024-12-31,N,3836043.0,0.0,2029-03-31,50408.2453006669,31.396893188,50439.6421938549,2029-03-31,0.05,4027845.1500000004,50439.6421938549,349945.53,1.0,1.0,0.52,0.031945788964181876,0.031945788964181876
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2030-12-31,51302.8889338428,11.4405549672,51314.32948881,2030-12-31,0.049,846669.929,51314.32948881,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001017454:1:1,P001,HKD,CLS:0001370471,ALS:18100694000000000015386218,2.5,0.024390243902438935,30,3750364,239324.31,2024-12-31,N,3750364.0,0.0,2027-06-30,52376.8942627441,46.083797589,52422.9780603331,2027-06-30,0.028,3855374.1920000003,52422.9780603331,239575.24,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001007207:1:1,P001,HKD,CLS:0001269657,ALS:18100694000000000015216959,3.0,0.029126213592232997,30,5854590,687486.87,2024-12-31,N,5854590.0,0.0,2033-12-31,53111.4397134216,30.1164088378,53141.5561222594,2033-12-31,0.034,6053646.0600000005,53141.5561222594,687937.68,1.0,1.0,0.52,0.029126213592232997,0.029126213592232997
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2030-09-30,55010.5067883496,8.1779324218,55018.6847207714,2030-09-30,0.05,847477.05,55018.6847207714,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2031-03-31,57123.6862962561,15.4599881708,57139.1462844269,2031-03-31,0.048,1722086.176,57139.1462844269,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001406211,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,0.032261065408484724,15,159999999998,40571234.066,2024-12-31,N,91026054.72656217,0.0,2024-12-31,57529.64,0.0,57529.64,2024-12-31,0.0,91026054.72656217,57529.64,57529.64,1.0,1.0,0.52,0.032261065408484724,0.032261065408484724
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001406211,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,0.038587294993518984,26,4,81142468.132,2024-12-31,N,0.0022756513681925,0.0,2024-12-31,57529.64,0.0,57529.64,2024-12-31,0.0,0.0022756513681925,0.0022756513681925,57529.64,1.0,3.955615519569565e-08,0.52,0.038587294993518984,0.5199999809571644
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001406211,IMEX:894152220100:001:Finance:LC-I::USD,6.77844,0.04487216923019233,47,26875334,40571234.066,2024-12-31,N,26778.566077071435,0.0,2024-12-31,57529.64,0.0,57529.64,2024-12-31,0.0,26778.566077071435,26778.566077071435,57529.64,1.0,0.46547425078744514,0.52,0.04487216923019233,0.29884022894415974
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2030-06-30,58688.9713211543,8.7247776723,58697.6960988266,2030-06-30,0.045,843441.445,58697.6960988266,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333150896:001:Finance:INDI::EUR,4.94367,0.02383804810117829,15,159999999998,152869003.273,2024-12-31,N,268694085.5878266,0.0,2024-12-31,58654.82,281.92,58936.74,2024-12-31,0.0,268694085.5878266,58936.74,58936.74,1.0,1.0,0.52,0.02383804810117829,0.02383804810117829
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333150896:001:Finance:INDI::EUR,4.94367,0.028537029230995326,26,4,305738006.546,2024-12-31,N,0.006717352139779633,0.0,2024-12-31,58654.82,281.92,58936.74,2024-12-31,0.0,0.006717352139779633,0.006717352139779633,58936.74,1.0,1.1397563115604348e-07,0.52,0.028537029230995326,0.5199999439851978
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333150896:001:Finance:INDI::EUR,4.94367,0.03321339072928975,47,26875334,152869003.273,2024-12-31,N,79045.96488385726,0.0,2024-12-31,58654.82,281.92,58936.74,2024-12-31,0.0,79045.96488385726,58936.74,58936.74,1.0,1.0,0.52,0.03321339072928975,0.03321339072928975
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001406211,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,0.032679507023331444,15,159999999998,40571234.066,2024-12-31,N,95573208.8133334,0.0,2024-12-31,60403.5,0.0,60403.5,2024-12-31,0.0,95573208.8133334,60403.5,60403.5,1.0,1.0,0.52,0.032679507023331444,0.032679507023331444
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001406211,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,0.03908612087337637,26,4,81142468.132,2024-12-31,N,0.002389330220363202,0.0,2024-12-31,60403.5,0.0,60403.5,2024-12-31,0.0,0.002389330220363202,0.002389330220363202,60403.5,1.0,3.955615519569565e-08,0.52,0.03908612087337637,0.519999980976896
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001406211,IMEX:894152217463:001:Finance:LC-I::USD,6.87084,0.04545030338724931,47,26875334,40571234.066,2024-12-31,N,28116.27390743944,0.0,2024-12-31,60403.5,0.0,60403.5,2024-12-31,0.0,28116.27390743944,28116.27390743944,60403.5,1.0,0.46547425078744514,0.52,0.04545030338724931,0.29910933550777047
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2030-03-31,62342.2679940332,13.9023388076,62356.1703328408,2030-03-31,0.046,844248.566,62356.1703328408,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333156774:001:Finance:INDI::USD,6.15406,0.029419200787227484,15,159999999998,152869003.273,2024-12-31,N,292906220.36049753,0.0,2024-12-31,63940.23,131.16,64071.39,2024-12-31,0.0,292906220.36049753,64071.39,64071.39,1.0,1.0,0.52,0.029419200787227484,0.029419200787227484
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333156774:001:Finance:INDI::USD,6.15406,0.03519835646777425,26,4,305738006.546,2024-12-31,N,0.007322655509103973,0.0,2024-12-31,63940.23,131.16,64071.39,2024-12-31,0.0,0.007322655509103973,0.007322655509103973,64071.39,1.0,1.142890065145141e-07,0.52,0.03519835646777425,0.5199999445925019
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333156774:001:Finance:INDI::USD,6.15406,0.04094310116429256,47,26875334,152869003.273,2024-12-31,N,86168.82935188885,0.0,2024-12-31,63940.23,131.16,64071.39,2024-12-31,0.0,86168.82935188885,64071.39,64071.39,1.0,1.0,0.52,0.04094310116429256,0.04094310116429256
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2030-12-31,64215.2609977369,17.3792561331,64232.64025387,2030-12-31,0.049,1723729.3879999998,64232.64025387,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333146447:001:Finance:INDI::USD,6.62521,0.031565951186008356,15,159999999998,152869003.273,2024-12-31,N,293265182.6511782,0.0,2024-12-31,64018.59,647.99,64666.58,2024-12-31,0.0,293265182.6511782,64666.58,64666.58,1.0,1.0,0.52,0.031565951186008356,0.031565951186008356
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333146447:001:Finance:INDI::USD,6.62521,0.03775855127222816,26,4,305738006.546,2024-12-31,N,0.007331629566371101,0.0,2024-12-31,64018.59,647.99,64666.58,2024-12-31,0.0,0.007331629566371101,0.007331629566371101,64666.58,1.0,1.1337586689092111e-07,0.52,0.03775855127222816,0.5199999453254578
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333146447:001:Finance:INDI::USD,6.62521,0.04391155310612005,47,26875334,152869003.273,2024-12-31,N,86274.43093430439,0.0,2024-12-31,64018.59,647.99,64666.58,2024-12-31,0.0,86274.43093430439,64666.58,64666.58,1.0,1.0,0.52,0.04391155310612005,0.04391155310612005
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001406211,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,0.029635455041948422,15,159999999998,40571234.066,2024-12-31,N,103067122.41506426,0.0,2024-12-31,65139.75,0.0,65139.75,2024-12-31,0.0,103067122.41506426,65139.75,65139.75,1.0,1.0,0.52,0.029635455041948422,0.029635455041948422
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001406211,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,0.035456310647198674,26,4,81142468.132,2024-12-31,N,0.0025766780604088153,0.0,2024-12-31,65139.75,0.0,65139.75,2024-12-31,0.0,0.0025766780604088153,0.0025766780604088153,65139.75,1.0,3.955615519569565e-08,0.52,0.035456310647198674,0.5199999808333147
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001406211,IMEX:894152221840:001:Finance:LC-I::USD,6.20138,0.041242249106976936,47,26875334,40571234.066,2024-12-31,N,30320.876327731476,0.0,2024-12-31,65139.75,0.0,65139.75,2024-12-31,0.0,30320.876327731476,30320.876327731476,65139.75,1.0,0.4654742507874451,0.52,0.041242249106976936,0.2971505945943878
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2029-12-31,65979.973667362,14.713547934,65994.687215296,2029-12-31,0.047,845055.6869999999,65994.687215296,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001005912:1:1,P001,HKD,CLS:0001267678,ALS:18100694000000000015208468,2.8,0.027237354085603127,30,10824186,66954.2,2024-12-31,N,10824186.0,0.0,2024-12-31,66954.2,131.95,67086.15,2024-12-31,0.0,10824186.0,67086.15,67086.15,1.0,1.0,0.52,0.027237354085603127,0.027237354085603127
CLS:180000000000000001019961:1:1,P001,HKD,CLS:0001391576,ALS:18100694000000000015436495,3.0,0.029126213592232997,30,11589418,852959.11,2024-12-31,N,11589418.0,0.0,2028-06-30,68043.8480976876,121.3367749179,68165.1848726055,2028-06-30,0.037,12018226.466,68165.1848726055,854683.67,1.0,1.0,0.52,0.029126213592232997,0.029126213592232997
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2029-09-30,69588.6567574132,10.3451388746,69599.0018962878,2029-09-30,0.048,845862.8080000001,69599.0018962878,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001021710:1:1,P001,HKD,CLS:0001412100,ALS:18100742000000000015463369,3.3,0.031945788964181876,30,3836043,349693.29,2024-12-31,N,3836043.0,0.0,2028-12-31,70952.3931716307,44.192863619,70996.5860352496,2028-12-31,0.035,3970304.505,70996.5860352496,349945.53,1.0,1.0,0.52,0.031945788964181876,0.031945788964181876
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2030-09-30,71259.6398931318,14.4638239724,71274.1037171042,2030-09-30,0.05,1725372.6,71274.1037171042,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001007207:1:1,P001,HKD,CLS:0001269657,ALS:18100694000000000015216959,3.0,0.029126213592232997,30,5854590,687486.87,2024-12-31,N,5854590.0,0.0,2033-09-30,71859.2703949986,34.924768573,71894.1951635716,2033-09-30,0.035,6059500.649999999,71894.1951635716,687937.68,1.0,1.0,0.52,0.029126213592232997,0.029126213592232997
CLS:180000000000000001017454:1:1,P001,HKD,CLS:0001370471,ALS:18100694000000000015386218,2.5,0.024390243902438935,30,3750364,239324.31,2024-12-31,N,3750364.0,0.0,2027-03-31,72726.7046808905,68.913102583,72795.6177834735,2027-03-31,0.029,3859124.556,72795.6177834735,239575.24,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2029-06-30,73167.7772427367,10.8772155117,73178.6544582484,2029-06-30,0.049,846669.929,73178.6544582484,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001406211,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,0.029635455041948422,15,159999999998,40571234.066,2024-12-31,N,120543664.67878726,0.0,2024-12-31,76185.15,0.0,76185.15,2024-12-31,0.0,120543664.67878726,76185.15,76185.15,1.0,1.0,0.52,0.029635455041948422,0.029635455041948422
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001406211,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,0.035456310647198674,26,4,81142468.132,2024-12-31,N,0.003013591617007352,0.0,2024-12-31,76185.15,0.0,76185.15,2024-12-31,0.0,0.003013591617007352,0.003013591617007352,76185.15,1.0,3.955615519569565e-08,0.52,0.035456310647198674,0.5199999808333147
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001406211,IMEX:894152222224:001:Finance:LC-I::USD,6.20138,0.041242249106976936,47,26875334,40571234.066,2024-12-31,N,35462.22561737912,0.0,2024-12-31,76185.15,0.0,76185.15,2024-12-31,0.0,35462.22561737912,35462.22561737912,76185.15,1.0,0.4654742507874451,0.52,0.041242249106976936,0.2971505945943878
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2029-03-31,76722.4068566267,17.109112783,76739.5159694097,2029-03-31,0.05,847477.05,76739.5159694097,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2030-06-30,78255.8266863281,15.883865028,78271.710551356,2030-06-30,0.045,1717156.5399999998,78271.710551356,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2028-12-31,80264.241047916,17.8989425488,80282.1399904648,2028-12-31,0.035,835370.235,80282.1399904648,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2028-09-30,83776.6372625846,12.4543422349,83789.0916048195,2028-09-30,0.036,836177.356,83789.0916048195,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2030-03-31,85208.4371142743,23.0608617065,85231.4979759808,2030-03-31,0.046,1718799.752,85231.4979759808,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2028-06-30,87259.0725435468,12.9720455257,87272.0445890725,2028-06-30,0.037,836984.477,87272.0445890725,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000000101793:19:0,G007,HKD,CLS:0001405104,IMEX:894333152572:001:Finance:INDI::USD,6.59417,0.03142495846179383,15,159999999998,152869003.273,2024-12-31,N,399760031.6397794,0.0,2024-12-31,87265.98,415.6,87681.58,2024-12-31,0.0,399760031.6397794,87681.58,87681.58,1.0,1.0,0.52,0.03142495846179383,0.03142495846179383
CLS:180000000000000000101793:1:0,O009,HKD,CLS:0001405104,IMEX:894333152572:001:Finance:INDI::USD,6.59417,0.03759043944037199,26,4,305738006.546,2024-12-31,N,0.00999400079111941,0.0,2024-12-31,87265.98,415.6,87681.58,2024-12-31,0.0,0.00999400079111941,0.00999400079111941,87681.58,1.0,1.1398061931730029e-07,0.52,0.03759043944037199,0.5199999450146596
CLS:180000000000000000101793:3:0,T003,USD,CLS:0001405104,IMEX:894333152572:001:Finance:INDI::USD,6.59417,0.04371667394442125,47,26875334,152869003.273,2024-12-31,N,117603.69549570505,0.0,2024-12-31,87265.98,415.6,87681.58,2024-12-31,0.0,117603.69549570505,87681.58,87681.58,1.0,1.0,0.52,0.04371667394442125,0.04371667394442125
CLS:180000000000000001007207:1:1,P001,HKD,CLS:0001269657,ALS:18100694000000000015216959,3.0,0.029126213592232997,30,5854590,687486.87,2024-12-31,N,5854590.0,0.0,2033-06-30,90463.1558825874,43.9665580546,90507.122440642,2033-06-30,0.036,6065355.24,90507.122440642,687937.68,1.0,1.0,0.52,0.029126213592232997,0.029126213592232997
CLS:180000000000000001022960:4:1,P005,HKD,CLS:0001419711,ALS:18100694000000000015478058,2.75,0.010792802179137584,34,807121,137074.38,2024-12-31,N,807121.0,0.0,2028-03-31,90717.6758226545,20.2300606909,90737.9058833454,2028-03-31,0.038,837791.598,90737.9058833454,137115.58,1.0,1.0,0.52,0.010792802179137584,0.010792802179137584
CLS:180000000000000001021710:1:1,P001,HKD,CLS:0001412100,ALS:18100742000000000015463369,3.3,0.031945788964181876,30,3836043,349693.29,2024-12-31,N,3836043.0,0.0,2028-09-30,91327.0928659841,48.7549395013,91375.8478054854,2028-09-30,0.036,3974140.548,91375.8478054854,349945.53,1.0,1.0,0.52,0.031945788964181876,0.031945788964181876
CLS:180000000000000001016707:1:1,P001,HKD,CLS:0001371363,ALS:18100709000000000015388679,2.5,0.024390243902438935,30,1643212,216424.17,2024-12-31,N,1643212.0,0.0,2029-12-31,92129.534808354,24.9339916709,92154.4688000249,2029-12-31,0.047,1720442.964,92154.4688000249,216498.09,1.0,1.0,0.52,0.024390243902438935,0.024390243902438935
